toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,st_rad_err,st_logg_err,st_teff_err,notes,accepted,st_rho,a,b,u_star1,u_star2,u_star1_sd,u_star2_sd,ror
3800.01,3800,21291176,21291176.01,1,PC,06h53m06.26s,103.276084,,,+39d07m56.2s,39.132278,,,1.676,0.081,-0.081,0.0,1.0,-1.262,0.074,-0.074,0.0,1.0,2458866.227324,0.005176,-0.005176,0,1,1.6667559,0.000626,-0.000626,0,1,2.35,0.384,-0.384,0,1,1730.0,4.70509,-4.70509,0,1,5.73913,0.429375,-0.429375,0,1,3970.53,,,,,2211.0,,,,,11.7248,0.007,-0.007,0,1,598.894,17.984,-17.984,0,1,7189.4,107.2,-107.2,0,1,4.35,0.09,-0.09,0,1,1.4,0.07,-0.07,0,1,2021-06-23 15:20:15,2021-12-21 12:01:51,0.07,0.09,107.2,,True,0.8221586454630013,4.942582234434331,0.4097530560153089,0.3226321878454479,0.1577587347188861,0.0002713993791363,0.0006111272941233,0.03929479254801802
3802.01,3802,190250689,190250689.01,1,PC,06h35m07.58s,98.781576,,,+45d01m39.66s,45.027682,,,25.651,0.045,-0.045,0.0,1.0,-6.665,0.043,-0.043,0.0,1.0,2458866.749372,0.001574,-0.001574,0,1,1.4658218,0.0001651,-0.0001651,0,1,1.294,0.112,-0.112,0,1,8700.0,7.72178,-7.72178,0,1,12.9122,0.819436,-0.819436,0,1,491.415,,,,,1311.0,,,,,12.5548,0.008,-0.008,0,1,550.393,11.364,-11.364,0,1,5586.0,129.2,-129.2,0,1,4.17,0.08,-0.08,0,1,1.36,0.07,-0.07,0,1,2021-06-23 15:20:15,2021-12-03 12:01:51,0.07,0.08,129.2,,True,0.5591711488178583,3.98984841860691,0.8873741029631745,0.4466054670098838,0.1362269182374236,0.0007937947322978,0.001214159698384,0.1000693699358315
3805.01,3805,189852832,189852832.01,1,PC,06h19m35.92s,94.899684,,,+42d18m48.94s,42.313594,,,11.954,0.04,-0.04,0.0,1.0,-4.229,0.034,-0.034,0.0,1.0,2458860.700619,0.002047,-0.002047,0,1,3.8960447,0.000934,-0.000934,0,1,2.15,0.186,-0.186,0,1,13340.0,15.7225,-15.7225,0,1,12.1478,0.835696,-0.835696,0,1,151.232,,,,,976.0,,,,,12.7251,0.009,-0.009,0,1,406.497,4.2145,-4.2145,0,1,5295.0,131.8,-131.8,0,1,4.38,0.09,-0.09,0,1,1.02,0.06,-0.06,0,1,2021-06-23 15:20:16,2021-10-29 12:59:15,0.06,0.09,131.8,,True,1.2091592204061274,9.899907687948351,0.6989926420044879,0.45937023970249,0.1359091757715677,0.0009028003394832,0.0013750580499135,0.11319558371033944
3829.01,3829,801354155,801354155.01,1,PC,09h09m41.1s,137.421232,,,+31d17m32.72s,31.292423,,,8.181,0.067,-0.067,0.0,1.0,-23.264,0.058,-0.058,0.0,1.0,2459632.099977,0.000766,-0.000766,0,1,2.9150294,4.7e-06,-4.7e-06,0,1,2.819,0.103,-0.103,0,1,13530.0,3.33548,-3.33548,0,1,12.8379,1.56876,-1.56876,0,1,464.816,,,,,1293.0,,,,,12.3722,0.007,-0.007,0,1,397.985,7.386,-7.386,0,1,5385.0,137.3,-137.3,0,1,4.33,0.09,-0.09,0,1,1.08,0.13,-0.13,0,1,2021-06-23 15:20:56,2022-06-29 16:02:02,0.13,0.09,137.3,,True,1.0177940512322503,7.70375783871998,0.2213284534179185,0.4501155743622468,0.1370017586706898,0.0009038750331315,0.0014001993845152,0.1063876973425182
3842.01,3842,165985431,165985431.01,1,PC,08h55m54.63s,133.977629,,,+30d59m25.25s,30.990348,,,-6.315,0.044,-0.044,0.0,1.0,-14.161,0.034,-0.034,0.0,1.0,2458895.099104,0.000948,-0.000948,0,1,3.6566206,0.0002678,-0.0002678,0,1,2.557,0.114,-0.114,0,1,21730.0,8.37261,-8.37261,0,1,13.587,0.997221,-0.997221,0,1,113.212,,,,,908.0,,,,,12.6496,0.006,-0.006,0,1,253.701,1.95,-1.95,0,1,4489.2,107.4,-107.4,0,1,4.37,0.09,-0.09,0,1,0.91,0.06,-0.06,0,1,2021-06-23 15:20:58,2021-10-29 12:59:15,0.06,0.09,107.4,,True,1.324470444140258,9.782609517402213,0.4451503434021503,0.5535962228554222,0.1009653270836284,0.0010161826031869,0.0014907556537611,0.13580187842577904
3859.01,3859,1122079,1122079.01,1,PC,11h15m42.28s,168.926158,,,+28d46m51.69s,28.781025,,,-32.571,0.081,-0.081,0.0,1.0,-0.874,0.155,-0.155,0.0,1.0,2458924.770085,0.00458,-0.00458,0,1,1.8460997,0.0005517,-0.0005517,0,1,1.706,0.407,-0.407,0,1,3740.0,2225.21,-2225.21,0,1,16.4485,7.76609,-7.76609,0,1,3553.44,,,,,2150.0,,,,,12.7134,0.007,-0.007,0,1,784.669,33.213,-33.213,0,1,6123.9,108.7,-108.7,0,1,4.16,0.09,-0.09,0,1,1.48,0.09,-0.09,0,1,2021-06-23 15:22:02,2021-10-29 12:59:15,0.09,0.09,108.7,,True,0.5021366817113703,4.489156827664303,0.8397104974831546,0.4038353210397157,0.1502314384940346,0.000884135171583,0.0014121178145039,0.06331153089908037
3877.01,3877,144310492,144310492.01,1,PC,11h21m49.07s,170.454473,,,+33d59m28.98s,33.991382,,,-19.997,0.075,-0.075,0.0,1.0,-3.795,0.073,-0.073,0.0,1.0,2458920.968885,0.001489,-0.001489,0,1,4.1225477,0.0006274,-0.0006274,0,1,2.206,0.475,-0.475,0,1,5760.0,11.3078,-11.3078,0,1,12.0574,0.97052,-0.97052,0,1,257.46,,,,,1115.0,,,,,11.9123,0.007,-0.007,0,1,493.77,13.0,-13.0,0,1,5662.2,141.6,-141.6,0,1,4.06,0.09,-0.09,0,1,1.55,0.1,-0.1,0,1,2021-06-23 15:22:04,2022-07-06 12:02:40,0.1,0.09,141.6,,True,0.3808482510204315,6.994367946887358,0.8717662833441102,0.4393504915386259,0.1356172915938228,0.000881521844036,0.0014692360886791,0.08039008431529712
3899.01,3899,441697509,441697509.01,1,PC,14h15m36.51s,213.902139,,,+57d49m17.3s,57.821472,,,-68.036,0.04,-0.04,0.0,1.0,-28.259,0.041,-0.041,0.0,1.0,2458951.991759,0.004714,-0.004714,0,1,5.2077671,0.0001814,-0.0001814,0,1,2.369,0.324,-0.324,0,1,850.0,1.76769,-1.76769,0,1,2.66176,0.209219,-0.209219,0,1,144.63,,,,,966.0,,,,,11.0866,0.006,-0.006,0,1,194.548,1.0355,-1.0355,0,1,5522.5,144.8,-144.8,0,1,4.5,0.08,-0.08,0,1,0.92,0.06,-0.06,0,1,2021-06-23 15:22:50,2022-07-19 12:02:35,0.06,0.08,144.8,,True,1.7672412348845106,13.632861049411352,0.5839613058398835,0.43991295518225,0.1423330411223674,0.0008591271513187,0.0014049441315951,0.02780477167434212
3920.01,3920,2016376984,2016376984.01,1,PC,22h26m45.79s,336.69079,,,+57d26m02.98s,57.434162,,,10.182,0.027,-0.027,0.0,1.0,6.19,0.025,-0.025,0.0,1.0,2458981.334869,0.001239,-0.001239,0,1,2.317939,1.65e-05,-1.65e-05,0,1,1.676,0.411,-0.411,0,1,13140.0,193.767,-193.767,0,1,15.7376,2.07011,-2.07011,0,1,719.636,,,,,1442.0,,,,,12.7509,0.031,-0.031,0,1,490.701,3.8525,-3.8525,0,1,5770.0,231.0,-231.0,0,1,4.25,0.09,-0.09,0,1,1.25,0.06,-0.06,0,1,2021-06-23 15:24:11,2021-10-29 12:59:15,0.06,0.09,231.0,,True,0.7314314845756046,5.9226115023883406,0.8281122538760116,0.4300833146104119,0.1436385573066072,0.0009482437427236,0.0014739234180623,0.11819159873892117
3946.01,3946,336399144,336399144.01,1,PC,22h16m03.31s,334.013781,,,+61d03m27.22s,61.05756,,,4.407,0.046,-0.046,0.0,1.0,-1.347,0.048,-0.048,0.0,1.0,2458972.76106,0.001029,-0.001029,0,1,5.7033411,3.84e-05,-3.84e-05,0,1,3.039,0.208,-0.208,0,1,14730.0,6.52083,-6.52083,0,1,15.2151,0.791465,-0.791465,0,1,217.888,,,,,1070.0,,,,,12.475,0.019,-0.019,0,1,519.917,6.3385,-6.3385,0,1,5933.0,164.4,-164.4,0,1,4.28,0.08,-0.08,0,1,1.24,0.06,-0.06,0,1,2021-06-23 15:24:15,2021-10-29 12:59:15,0.06,0.08,164.4,,True,0.7900634638925034,11.075438181855343,0.6350095397252259,0.3984885234886097,0.1574993356462902,0.0009757186376508,0.0015263588870706,0.11723833733449046
3972.01,3972,284206913,284206913.01,1,PC,00h37m13.22s,9.305074,,,+61d12m18.35s,61.205097,,,147.833,0.038,-0.038,0.0,1.0,-20.892,0.038,-0.038,0.0,1.0,2458768.01174,0.0004,-0.0004,0,1,10.51135,3e-05,-3e-05,0,1,3.148,0.038,-0.038,0,1,15600.0,1.21819,-1.21819,0,1,11.565,0.59272,-0.59272,0,1,62.8965,,,,,784.0,,,,,10.7486,0.006,-0.006,0,1,162.569,0.702,-0.702,0,1,5908.0,284.9,-284.9,0,1,4.54,0.09,-0.09,0,1,0.92,0.05,-0.05,0,1,2021-06-23 15:24:18,2022-07-06 12:02:40,0.05,0.09,284.9,,True,1.937741481376023,22.45216907353631,0.4746337807478554,0.4018919505575455,0.1632877205018674,0.0011697234494562,0.001811915341715,0.11739483578230701
3976.01,3976,154293917,154293917.01,1,PC,14h57m25.44s,224.356008,,,+44d16m27.56s,44.274322,,,-19.913,0.032,-0.032,0.0,1.0,9.882,0.046,-0.046,0.0,1.0,2458978.133817,0.000974,-0.000974,0,1,6.6080989,5.7e-05,-5.7e-05,0,1,3.928,0.183,-0.183,0,1,6740.0,1.16844,-1.16844,0,1,12.1125,0.538039,-0.538039,0,1,298.497,,,,,1157.0,,,,,11.8136,0.007,-0.007,0,1,516.087,5.8525,-5.8525,0,1,5993.0,102.9,-102.9,0,1,4.12,0.07,-0.07,0,1,1.5,0.06,-0.06,0,1,2021-06-23 15:24:19,2022-07-19 12:02:35,0.06,0.07,102.9,,True,0.4518480419381916,10.141507544900946,0.6142553008904945,0.4116152454350572,0.1476248481312305,0.0007268642065256,0.0011716448211208,0.0789381430910811
3980.01,3980,312548829,312548829.01,1,PC,00h51m22.06s,12.841937,,,+59d34m33.1s,59.575861,,,17.157,0.04,-0.04,0.0,1.0,3.013,0.041,-0.041,0.0,1.0,2458976.727385,0.001551,-0.001551,0,1,3.6088991,3.89e-05,-3.89e-05,0,1,1.684,0.144,-0.144,0,1,4640.0,4.08257,-4.08257,0,1,11.4777,0.67495,-0.67495,0,1,174.015,,,,,1011.0,,,,,11.863,0.006,-0.006,0,1,486.721,7.9765,-7.9765,0,1,5854.0,169.2,-169.2,0,1,4.04,0.08,-0.08,0,1,1.63,0.08,-0.08,0,1,2021-06-23 15:24:20,2021-12-21 12:01:51,0.08,0.08,169.2,,True,0.3458565932465043,6.198251679936185,0.9255623267681576,0.4223170333813815,0.1415129277228906,0.0007104472486391,0.0011914197100397,0.07534984906598868
3981.01,3981,312548415,312548415.01,1,PC,00h51m25.28s,12.855316,,,+59d24m35.67s,59.409908,,,1.598,0.023,-0.023,0.0,1.0,-2.099,0.025,-0.025,0.0,1.0,2458981.5001,0.007903,-0.007903,0,1,2.2437501,0.0001412,-0.0001412,0,1,3.821,0.638,-0.638,0,1,2880.0,8.70425,-8.70425,0,1,10.0826,0.775679,-0.775679,0,1,5651.55,,,,,2415.0,,,,,12.9165,0.013,-0.013,0,1,1172.52,27.93,-27.93,0,1,7209.0,146.3,-146.3,0,1,4.06,0.09,-0.09,0,1,1.96,0.09,-0.09,0,1,2021-06-23 15:24:20,2021-10-29 12:59:15,0.09,0.09,146.3,,True,0.3011810148375862,4.311676955656224,0.2760556563314689,0.3307893879344858,0.1577930136001047,0.000479150710835,0.0008879698772667,0.05019651187253803
3988.01,3988,452938965,452938965.01,1,PC,00h34m02.02s,8.508428,,,+58d50m39.45s,58.844293,,,2.964,0.038,-0.038,0.0,1.0,-6.464,0.036,-0.036,0.0,1.0,2458979.084306,0.002561,-0.002561,0,1,2.8743661,5.02e-05,-5.02e-05,0,1,4.106,0.268,-0.268,0,1,3940.0,2.07445,-2.07445,0,1,13.6794,0.767849,-0.767849,0,1,2251.89,,,,,1919.0,,,,,12.2454,0.063,-0.063,0,1,773.366,17.554,-17.554,0,1,6334.0,394.2,-394.2,0,1,3.86,0.11,-0.11,0,1,2.17,0.11,-0.11,0,1,2021-06-23 15:24:21,2021-10-29 12:59:15,0.11,0.11,394.2,,True,0.1716421436526983,4.216544859799349,0.6151033630093938,0.385135378833921,0.1462051475944593,0.000586636567779,0.0011171628562119,0.06050096547811256
3999.01,3999,284528889,284528889.01,1,PC,00h39m46.92s,9.945507,,,+62d23m36.09s,62.393358,,,33.535,0.045,-0.045,0.0,1.0,-8.554,0.042,-0.042,0.0,1.0,2458981.890738,0.004632,-0.004632,0,1,4.112385,0.0001344,-0.0001344,0,1,3.474,0.666,-0.666,0,1,2110.0,4.81944,-4.81944,0,1,9.65749,0.752702,-0.752702,0,1,570.966,,,,,1361.0,,,,,11.6437,0.042,-0.042,0,1,525.173,8.3505,-8.3505,0,1,5659.0,262.1,-262.1,0,1,3.78,0.09,-0.09,0,1,2.14,0.12,-0.12,0,1,2021-06-23 15:24:22,2022-07-06 12:02:40,0.12,0.09,262.1,,True,0.1447671052363696,5.058322343078049,0.828933727868758,0.4351034474873254,0.1312305759965063,0.0008991540763526,0.0014389332628952,0.04738773290320994
4001.01,4001,83148519,83148519.01,1,PC,00h10m06.95s,2.528952,,,+64d34m21.24s,64.572568,,,38.466,0.046,-0.046,0.0,1.0,-7.044,0.039,-0.039,0.0,1.0,2458973.570023,0.003619,-0.003619,0,1,4.8983933,0.0001268,-0.0001268,0,1,2.734,0.305,-0.305,0,1,2130.0,3.11638,-3.11638,0,1,5.11295,0.342074,-0.342074,0,1,240.249,,,,,1096.0,,,,,11.7194,0.006,-0.006,0,1,315.572,2.672,-2.672,0,1,5696.0,459.4,-459.4,0,1,4.37,0.13,-0.13,0,1,1.09,0.06,-0.06,0,1,2021-06-23 15:24:23,2021-11-22 12:01:46,0.06,0.13,459.4,,True,1.1057505542822337,11.193747784832183,0.5754706842160954,0.441803303966378,0.1379921753441885,0.0009822235957468,0.0016883816482182,0.04395055306002438
4074.01,4074,628103717,628103717.01,1,PC,01h57m41.61s,29.423373,,,+63d54m16.52s,63.90459,,,-0.196,0.024,-0.024,0.0,1.0,-0.939,0.028,-0.028,0.0,1.0,2459005.312765,0.001872,-0.001872,0,1,3.2175518,5.57e-05,-5.57e-05,0,1,3.154,0.415,-0.415,0,1,10620.0,10.9876,-10.9876,0,1,16.431,0.788706,-0.788706,0,1,2563.84,,,,,1982.0,,,,,12.6844,0.015,-0.015,0,1,885.18,14.837,-14.837,0,1,7932.0,169.3,-169.3,0,1,4.32,0.08,-0.08,0,1,1.57,0.05,-0.05,0,1,2021-06-23 15:26:08,2021-12-21 12:01:51,0.05,0.08,169.3,,True,0.6842014831478254,7.2077391735537875,0.3803189392928179,0.2797019854499373,0.1672189203320118,0.0004124289739703,0.0007416217465285,0.09769070802515767
4197.01,4197,332579116,332579116.01,1,PC,04h08m05.41s,62.022558,,,-12d19m56.58s,-12.332383,,,-2.192,0.03,-0.03,0.0,1.0,-4.431,0.021,-0.021,0.0,1.0,2458456.806385,0.000506,-0.000506,0,1,3.9017499,0.0002889,-0.0002889,0,1,1.845,0.221,-0.221,0,1,27430.0,18.5068,-18.5068,0,1,12.6062,0.971587,-0.971587,0,1,73.9553,,,,,816.0,,,,,12.8512,0.006,-0.006,0,1,240.7,1.3865,-1.3865,0,1,4665.0,121.8,-121.8,0,1,4.6,0.09,-0.09,0,1,0.71,0.05,-0.05,0,1,2021-07-12 14:25:44,2021-10-29 12:59:15,0.05,0.09,121.8,,True,2.882871700587724,13.23839750398887,0.5731816133519506,0.5364634803166173,0.1151353798187715,0.0011025893729607,0.0016805503744142,0.1563963732670528
4199.01,4199,220144363,220144363.01,1,PC,06h36m09.6s,99.039982,,,+06d28m20.52s,6.472367,,,-4.312,0.064,-0.064,0.0,1.0,-6.163,0.057,-0.057,0.0,1.0,2458487.70703,0.001909,-0.001909,0,1,4.4466179,0.0007335,-0.0007335,0,1,4.511,0.347,-0.347,0,1,7930.0,2.51405,-2.51405,0,1,16.7023,0.870113,-0.870113,0,1,1257.77,,,,,1659.0,,,,,11.5141,0.006,-0.006,0,1,598.941,12.54,-12.54,0,1,6534.0,192.2,-192.2,0,1,4.03,0.09,-0.09,0,1,1.85,0.09,-0.09,0,1,2021-07-12 14:27:18,2021-10-29 12:59:15,0.09,0.09,192.2,,True,0.2977912517483984,6.77711018719666,0.4359597015135972,0.3805032422010653,0.1421772873096767,0.0003243387699458,0.0007546189341623,0.08374494258849498
4204.01,4204,158697949,158697949.01,1,PC,05h47m37.24s,86.905182,,,+04d22m58.43s,4.382898,,,3.983,0.062,-0.062,0.0,1.0,-13.723,0.055,-0.055,0.0,1.0,2458484.978133,0.002093,-0.002093,0,1,3.9592516,0.0007277,-0.0007277,0,1,3.269,0.437,-0.437,0,1,3160.0,3.7703,-3.7703,0,1,7.85756,0.44129,-0.44129,0,1,1272.37,,,,,1663.0,,,,,10.9786,0.006,-0.006,0,1,346.758,4.3165,-4.3165,0,1,7068.0,436.7,-436.7,0,1,4.35,0.11,-0.11,0,1,1.39,0.06,-0.06,0,1,2021-07-12 14:27:19,2021-10-29 12:59:15,0.06,0.11,436.7,,True,0.8280734558620158,8.820347903594449,0.3020487571554784,0.3289466046533427,0.1585334500867197,0.0002774937174861,0.0006463829296775,0.052664872067002676
4231.01,4231,127895118,127895118.01,1,PC,07h49m53.31s,117.472121,,,-28d21m12.54s,-28.353484,,,-2.777,0.045,-0.045,0.0,1.0,3.373,0.047,-0.047,0.0,1.0,2458511.55237,0.002863,-0.002863,0,1,3.2970252,0.000991,-0.000991,0,1,2.279,0.286,-0.286,0,1,6550.0,12.7057,-12.7057,0,1,13.4619,0.885817,-0.885817,0,1,2098.67,,,,,1885.0,,,,,12.3563,0.019,-0.019,0,1,1175.96,40.215,-40.215,0,1,8945.0,289.8,-289.8,0,1,4.35,0.08,-0.08,0,1,1.67,0.07,-0.07,0,1,2021-07-12 14:39:23,2022-04-19 12:02:07,0.07,0.08,289.8,,True,0.6892347926037137,7.343863605486269,0.7473014523573266,0.2291532431956426,0.1655677163919011,0.0002912850553133,0.0005551112658319,0.08055283038361592
4646.01,4646,286696849,286696849.01,1,PC,04h51m11.91s,72.799607,,,+50d05m52.53s,50.097926,,,40.603,0.062,-0.062,0.0,1.0,-30.896,0.06,-0.06,0.0,1.0,2458835.622297,0.001494,-0.001494,0,1,8.9277558,0.0010246,-0.0010246,0,1,3.229,0.404,-0.404,0,1,26360.0,31.5924,-31.5924,0,1,13.3188,1.21563,-1.21563,0,1,34.3913,,,,,674.0,,,,,12.2257,0.006,-0.006,0,1,169.637,1.0075,-1.0075,0,1,4379.0,126.2,-126.2,0,1,4.49,0.1,-0.1,0,1,0.78,0.07,-0.07,0,1,2021-12-03 00:55:00,2021-12-03 12:01:51,0.07,0.1,126.2,,True,2.0369907693411418,20.474434513811925,0.2457219857537798,0.5549878261610185,0.1106730222273863,0.0014083509305959,0.0018377506460002,0.1461609159339736
5113.01,5113,2685481,2685481.01,1,PC,05h21m59.63s,80.498464,,,+30d56m55.42s,30.948728,,,-8.491,0.082,-0.082,0.0,1.0,-6.195,0.056,-0.056,0.0,1.0,2459545.541329,0.004518,-0.004518,0,1,4.1363202,0.0001179,-0.0001179,0,1,3.19,0.424,-0.424,0,1,470.0,0.884717,-0.884717,0,1,3.00841,0.202615,-0.202615,0,1,632.772,,,,,1397.0,,,,,10.2212,0.006,-0.006,0,1,222.874,2.505,-2.505,0,1,6113.0,192.4,-192.4,0,1,4.21,0.09,-0.09,0,1,1.39,0.07,-0.07,0,1,2022-01-25 22:18:20,2022-01-26 12:02:44,0.07,0.09,192.4,,True,0.5998861890100148,8.156172746231098,0.5674869394783743,0.4025961100825749,0.1528562090748504,0.0009620009571105,0.0015238797989663,0.020673165375978533
5122.01,5122,116668723,116668723.01,1,PC,05h42m43.75s,85.682297,,,+30d45m46.51s,30.762919,,,21.05,0.082,-0.082,0.0,1.0,-28.271,0.066,-0.066,0.0,1.0,2459545.333528,0.001886,-0.001886,0,1,3.3886002,5.04e-05,-5.04e-05,0,1,1.019,0.209,-0.209,0,1,570.0,2.73262,-2.73262,0,1,3.58649,0.339814,-0.339814,0,1,94.7245,,,,,869.0,,,,,9.82614,0.006,-0.006,0,1,183.637,2.224,-2.224,0,1,6148.7,149.0,-149.0,0,1,4.25,0.09,-0.09,0,1,1.34,0.09,-0.09,0,1,2022-01-25 22:18:24,2022-01-26 12:02:44,0.09,0.09,149.0,,True,0.6823054893429147,7.454076924436815,0.9559843281309582,0.4040945987706917,0.1518880989492114,0.0008925311451122,0.0014099669927682,0.027380718083166004
5345.01,5345,96165095,96165095.01,1,PC,04h50m24.36s,72.60148,,,+33d00m50.49s,33.014025,,,3.011,0.082,-0.082,0.0,1.0,-19.67,0.052,-0.052,0.0,1.0,2459523.116855,0.002717,-0.002717,0,1,1.1062164,1.11e-05,-1.11e-05,0,1,1.728,0.261,-0.261,0,1,660.0,1.75447,-1.75447,0,1,3.45691,0.331124,-0.331124,0,1,996.39,,,,,1565.0,,,,,11.0543,0.006,-0.006,0,1,207.17,1.85,-1.85,0,1,4816.0,421.3,-421.3,0,1,4.03,0.13,-0.13,0,1,1.41,0.11,-0.11,0,1,2022-02-28 23:29:38,2022-03-01 12:03:09,0.11,0.13,421.3,,True,0.3907190182514446,2.934735322300184,0.799937855224834,0.5277675515748947,0.1083929944770677,0.001094164145978,0.0017714912578178,0.02625707372329187
5355.01,5355,96170689,96170689.01,1,PC,04h51m09.51s,72.789609,,,+34d37m39.81s,34.627726,,,20.515,0.081,-0.081,0.0,1.0,-15.809,0.056,-0.056,0.0,1.0,2459517.952944,0.003274,-0.003274,0,1,9.6125545,8.93e-05,-8.93e-05,0,1,4.242,0.509,-0.509,0,1,3470.0,4.30177,-4.30177,0,1,9.05686,0.546357,-0.546357,0,1,165.055,,,,,998.0,,,,,12.0647,0.007,-0.007,0,1,397.84,6.0475,-6.0475,0,1,5825.7,101.7,-101.7,0,1,4.1,0.08,-0.08,0,1,1.51,0.07,-0.07,0,1,2022-02-28 23:29:42,2022-03-01 12:03:09,0.07,0.08,101.7,,True,0.4286538378072272,12.793286994391448,0.6736901486339499,0.4238471152474848,0.1431869971397614,0.0008068716187525,0.0012807801228597,0.05738786335936129
5364.01,5364,366754985,366754985.01,1,PC,05h08m01.55s,77.00647,,,+31d53m54.16s,31.898377,,,-2.382,0.098,-0.098,0.0,1.0,-13.629,0.06,-0.06,0.0,1.0,2459524.130515,0.002039,-0.002039,0,1,1.4466879,9.1e-06,-9.1e-06,0,1,0.952,0.275,-0.275,0,1,690.0,5.75017,-5.75017,0,1,12.418,1.2835,-1.2835,0,1,600.438,,,,,1379.0,,,,,10.8227,0.014,-0.014,0,1,645.231,16.7165,-16.7165,0,1,6332.0,150.8,-150.8,0,1,3.27,0.09,-0.09,0,1,4.28,0.21,-0.21,0,1,2022-02-28 23:29:46,2022-03-01 12:03:09,0.21,0.09,150.8,,True,0.0223686562045083,1.3526451863488025,0.9931888444999368,0.3891051242735222,0.2102160000774874,0.0005953995144192,0.0010662957275522,0.03422061087802334
5426.01,5426,127957099,127957099.01,1,PC,05h26m35.91s,81.649605,,,+31d37m58.99s,31.633052,,,-12.844,0.186,-0.186,0.0,1.0,-3.933,0.129,-0.129,0.0,1.0,2459541.462505,0.002267,-0.002267,0,1,5.8095099,4.37e-05,-4.37e-05,0,1,2.427,0.767,-0.767,0,1,1750.0,7.3974,-7.3974,0,1,5.0621,0.51398,-0.51398,0,1,398.441,,,,,1244.0,,,,,10.9753,0.006,-0.006,0,1,283.552,5.272,-5.272,0,1,6353.1,142.0,-142.0,0,1,4.42,0.1,-0.1,0,1,1.15,0.09,-0.09,0,1,2022-04-20 18:22:42,2022-04-21 12:03:43,0.09,0.1,142.0,,True,1.175941787180545,12.80193542632894,0.7140693609223019,0.370789187590125,0.1644280843494913,0.0008728794710258,0.0014498902434458,0.04123033861512313
5427.01,5427,52420398,52420398.01,1,PC,05h35m52.41s,83.968375,,,+12d55m33.41s,12.925947,,,0.758,0.073,-0.073,0.0,1.0,-32.606,0.058,-0.058,0.0,1.0,2459548.748875,0.000448,-0.000448,0,1,5.2374183,5.6e-06,-5.6e-06,0,1,3.741,0.064,-0.064,0,1,11630.0,0.642721,-0.642721,0,1,14.2208,0.824095,-0.824095,0,1,403.505,,,,,1248.0,,,,,11.659,0.006,-0.006,0,1,363.385,5.1995,-5.1995,0,1,6042.1,117.6,-117.6,0,1,4.28,0.09,-0.09,0,1,1.27,0.07,-0.07,0,1,2022-04-20 18:22:42,2022-04-21 12:03:43,0.07,0.09,117.6,,True,0.7714005474226019,10.3806731176882,0.2407495391793767,0.3903615260593828,0.1593202520350845,0.001060764158332,0.001638386272052,0.09961518171937345
5458.01,5458,367434266,367434266.01,1,PC,06h59m42.45s,104.926875,,,+30d32m32.6s,30.54239,,,0.565,0.17,-0.17,0.0,1.0,-65.29,0.141,-0.141,0.0,1.0,2459521.577876,0.001591,-0.001591,0,1,22.0634495,0.0001929,-0.0001929,0,1,1.561,0.207,-0.207,0,1,2970.0,4.6474,-4.6474,0,1,5.93106,0.400509,-0.400509,0,1,3.80311,,,,,389.0,,,,,10.6275,0.006,-0.006,0,1,187.103,3.815,-3.815,0,1,5762.0,128.1,-128.1,0,1,4.44,0.08,-0.08,0,1,1.01,0.05,-0.05,0,1,2022-04-20 18:22:56,2022-04-21 12:03:43,0.05,0.08,128.1,,True,1.4020460877556014,33.043831509211955,0.9520231108078872,0.4146279387514309,0.1535210440489875,0.0010520415530598,0.0016610611597631,0.06237548530635757
